year,material,region,extraction_yield,beneficiation_yield,refining_yield,sorting_yield,extraction_loss_to_sysenv_share,beneficiation_loss_to_sysenv_share,refining_loss_to_sysenv_share,sorting_reject_to_disposal_share,sorting_reject_to_sysenv_share
1954,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1955,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1956,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1957,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1958,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1959,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1960,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1961,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1962,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1963,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1964,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1965,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1966,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1967,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1968,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1969,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1970,tin,China,0.0172350793598437,0.68487675,0.98264925,0.99,0.9816719192519268,0.7040000000000001,0.6025,0.98,0.02
1971,tin,China,0.0172350793598437,0.68767125,0.98665875,0.99,0.9816719192519268,0.7040000000000001,0.6025,0.98,0.02
1972,tin,China,0.0172350793598437,0.68767125,0.98665875,0.99,0.9816719192519268,0.7040000000000001,0.6025,0.98,0.02
1973,tin,China,0.0172050900059548,0.68767125,0.98665875,0.99,0.9817415818798644,0.7040000000000001,0.6025,0.98,0.02
1974,tin,China,0.0171759865278973,0.68767125,0.98665875,0.99,0.9819638341892316,0.7040000000000001,0.6025,0.98,0.02
1975,tin,China,0.0171539960285596,0.8610839999999998,0.98665875,0.99,0.9828460039714404,0.6344000000000001,0.6025,0.98,0.02
1976,tin,China,0.0171452934806723,0.8610839999999998,0.98665875,0.99,0.9828547065193276,0.6344000000000001,0.6025,0.98,0.02
1977,tin,China,0.0171327559134985,0.8610839999999998,0.98665875,0.99,0.9828672440865012,0.6344000000000001,0.6025,0.98,0.02
1978,tin,China,0.0171014920704725,0.8610839999999998,0.98665875,0.99,0.9828985079295272,0.6344000000000001,0.6025,0.98,0.02
1979,tin,China,0.0170610192510646,0.8610839999999998,0.98665875,0.99,0.9829389807489352,0.6344000000000001,0.6025,0.98,0.02
1980,tin,China,0.0170207375473334,0.8610839999999998,0.98665875,0.99,0.9829792624526664,0.6344000000000001,0.6025,0.98,0.02
1981,tin,China,0.0169898808217625,0.8610839999999998,0.98665875,0.99,0.9830101191782372,0.6344000000000001,0.6025,0.98,0.02
1982,tin,China,0.0169775694351502,0.8610839999999998,0.98665875,0.99,0.9830224305648496,0.6344000000000001,0.6025,0.98,0.02
1983,tin,China,0.016958551970973,0.8610839999999998,0.98665875,0.99,0.9830414480290268,0.6344000000000001,0.6025,0.98,0.02
1984,tin,China,0.0169097029853253,0.8610839999999998,0.98665875,0.99,0.9830902970146744,0.6344000000000001,0.6025,0.98,0.02
1985,tin,China,0.0168433631607767,0.8610839999999998,0.98665875,0.99,0.9831566368392232,0.6344000000000001,0.6025,0.98,0.02
1986,tin,China,0.0167716724693192,0.8610839999999998,0.98665875,0.99,0.9832283275306806,0.6344000000000001,0.6025,0.98,0.02
1987,tin,China,0.0167064091718417,0.8610839999999998,0.98665875,0.9621212121212122,0.9832283275306806,0.6344000000000001,0.6025,0.98,0.02
1988,tin,China,0.0166589999480738,0.8610839999999998,0.98665875,0.9621212121212122,0.9832283275306806,0.6344000000000001,0.6025,0.98,0.02
1989,tin,China,0.016640689095826,0.8610839999999998,0.98665875,0.9464285714285714,0.983293590828158,0.6344000000000001,0.6025,0.98,0.02
1990,tin,China,0.0165905938861574,0.8610839999999998,0.98665875,0.952054794520548,0.983341000051926,0.6344000000000001,0.6025,0.98,0.02
1991,tin,China,0.0164666655651488,0.8610839999999998,0.98665875,0.9621212121212122,0.9829804737590916,0.6344000000000001,0.6025,0.98,0.02
1992,tin,China,0.0163083000279481,0.8610839999999998,0.98665875,0.99,0.983492559834404,0.6344000000000001,0.6025,0.98,0.02
1993,tin,China,0.0161529515850576,0.8610839999999998,0.98665875,0.99,0.9836916999720516,0.6344000000000001,0.6025,0.98,0.02
1994,tin,China,0.0160354520717788,0.8610839999999998,0.98665875,0.99,0.9839645479282212,0.6344000000000001,0.6025,0.98,0.02
1995,tin,China,0.015988929517032,0.8610839999999998,0.98665875,0.99,0.984011070482968,0.6344000000000001,0.6025,0.98,0.02
1996,tin,China,0.0159216024261086,0.8610839999999998,0.98665875,0.99,0.984101240618979,0.6344000000000001,0.6025,0.98,0.02
1997,tin,China,0.0157505580160082,0.8610839999999998,0.98665875,0.99,0.9842494419839916,0.6344000000000001,0.6025,0.98,0.02
1998,tin,China,0.0155225428674296,0.8610839999999998,0.98665875,0.99,0.9842494419839916,0.6344000000000001,0.6025,0.98,0.02
1999,tin,China,0.0152815068220273,0.8610839999999998,0.98665875,0.99,0.9842494419839916,0.6344000000000001,0.6025,0.98,0.02
2000,tin,China,0.015066777456104,0.8610839999999998,0.98665875,0.99,0.9844774571325704,0.6344000000000001,0.6025,0.98,0.02
2001,tin,China,0.0149135182228189,0.8610839999999998,0.98665875,0.99,0.9847184931779724,0.6344000000000001,0.6025,0.98,0.02
2002,tin,China,0.0148549267640418,0.8610839999999998,0.98665875,0.99,0.9850166973256514,0.6344000000000001,0.6025,0.98,0.02
2003,tin,China,0.0148267079100224,0.8610839999999998,0.98665875,0.99,0.9868045212510016,0.6344000000000001,0.6025,0.98,0.02
2004,tin,China,0.0147566276048792,0.8610839999999998,0.98665875,0.99,0.9881397663074152,0.6344000000000001,0.6025,0.98,0.02
2005,tin,China,0.0146665075773964,0.8610839999999998,0.98665875,0.99,0.9881925861541137,0.6344000000000001,0.6025,0.98,0.02
2006,tin,China,0.014577481610317,0.8610839999999998,0.98665875,0.99,0.988528468654728,0.6344000000000001,0.6025,0.98,0.02
2007,tin,China,0.0145097321201558,0.8610839999999998,0.98665875,0.99,0.9886624036819468,0.6344000000000001,0.6025,0.98,0.02
2008,tin,China,0.0144828083234056,0.8610839999999998,0.98665875,0.99,0.988528468654728,0.6344000000000001,0.6025,0.98,0.02
2009,tin,China,0.0144669625758544,0.8610839999999998,0.98665875,0.99,0.988528468654728,0.6344000000000001,0.6025,0.98,0.02
2010,tin,China,0.0144274994914801,0.8610839999999998,0.98665875,0.99,0.988528468654728,0.6344000000000001,0.6025,0.98,0.02
2011,tin,China,0.0143765182110174,0.8610839999999998,0.98665875,0.99,0.9857178828971552,0.6344000000000001,0.6025,0.98,0.02
2012,tin,China,0.0143258959586874,0.8610839999999998,0.98665875,0.99,0.9857178828971552,0.6344000000000001,0.6025,0.98,0.02
2013,tin,China,0.0142871976978614,0.8610839999999998,0.98665875,0.99,0.9857215104220104,0.6344000000000001,0.6025,0.98,0.02
2014,tin,China,0.0142717768698628,0.8610839999999998,0.98665875,0.99,0.9857343600183474,0.6344000000000001,0.6025,0.98,0.02
2015,tin,China,0.0142599440818413,0.8610839999999998,0.98665875,0.99,0.9857343600183474,0.6344000000000001,0.6025,0.98,0.02
2016,tin,China,0.0142301841823321,0.8610839999999998,0.98665875,0.99,0.9865833667169922,0.6344000000000001,0.6025,0.98,0.02
2017,tin,China,0.0141911047719362,0.8610839999999998,0.98665875,0.99,0.9865833667169922,0.6344000000000001,0.6025,0.98,0.02
2018,tin,China,0.0141911047719362,0.8610839999999998,0.98665875,0.99,0.9865833667169922,0.6344000000000001,0.6025,0.98,0.02
2019,tin,China,0.0141911047719362,0.8610839999999998,0.98665875,0.99,0.9858812259727529,0.6344000000000001,0.6025,0.98,0.02
2020,tin,China,0.0155981509937569,0.8610839999999998,0.98665875,0.99,0.983492559834404,0.6344000000000001,0.6025,0.98,0.02
2021,tin,China,0.0167064091718417,0.8610839999999998,0.98665875,0.99,0.983492559834404,0.6344000000000001,0.6025,0.98,0.02
2022,tin,China,0.0167064091718417,0.8610839999999998,0.98665875,0.99,0.983492559834404,0.6344000000000001,0.6025,0.98,0.02
2023,tin,China,0.0167064091718417,0.8610839999999998,0.98665875,0.99,0.983492559834404,0.6344000000000001,0.6025,0.98,0.02
2024,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2025,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2026,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2027,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2028,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2029,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2030,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2031,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2032,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2033,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2034,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2035,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2036,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2037,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2038,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2039,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2040,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2041,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2042,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2043,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2044,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2045,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2046,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2047,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2048,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2049,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2050,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2051,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2052,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2053,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2054,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2055,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2056,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2057,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2058,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2059,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2060,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2061,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2062,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2063,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2064,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2065,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2066,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2067,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2068,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2069,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2070,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2071,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2072,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2073,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2074,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2075,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2076,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2077,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2078,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2079,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2080,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2081,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2082,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2083,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2084,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2085,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2086,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2087,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2088,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2089,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2090,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2091,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2092,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2093,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2094,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2095,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2096,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2097,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2098,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2099,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2100,tin,China,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1870,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1871,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1872,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1873,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1874,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1875,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1876,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1877,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1878,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1879,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1880,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1881,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1882,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1883,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1884,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1885,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1886,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1887,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1888,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1889,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1890,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1891,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1892,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1893,tin,EU27,0.0167064091718416,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
